date_key,supplier_id,supplier,supplier_category,carbon_risk_tier,supplier_country,target_status,emissions_tco2e,spend_usd,supplier_intensity_tco2e_per_musd,data_quality_score
202508,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,354.17,216597.17,1635.16,0.81
202508,S009,Indigo Chemicals,Components,Medium,Japan,Supplier target,254.13,530008.78,479.48,0.91
202508,S010,Jade Electronics,Energy,High,Vietnam,Supplier target,184.58,166104.59,1111.23,0.81
202508,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,536.32,135376.84,3961.68,0.87
202508,S014,Nova Textiles,Materials,High,Germany,Renewable PPA,2883.78,766587.48,3761.84,0.9
202508,S015,Orchid Facilities,Packaging,Medium,Netherlands,Renewable PPA,2256.99,904043.26,2496.55,0.91
202508,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,984.88,300130.29,3281.51,0.82
202508,S018,RiverStone Cement,Travel,Medium,Malaysia,SBTi committed,165.07,257280.8,641.59,0.96
202508,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,869.25,1010616.14,860.12,0.74
202508,S020,Terra Warehousing,Facilities,Low,Vietnam,Supplier target,254.62,255146.82,997.94,0.8
202508,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,143.3,167861.52,853.68,0.82
202508,S022,Vector Metals,Packaging,Medium,China,Renewable PPA,101.44,45527.2,2228.12,0.7
202508,S023,Willow Office Supply,Components,High,India,Renewable PPA,430.11,442629.59,971.72,0.73
202508,S024,Zenith Packaging,Energy,Low,Germany,Renewable PPA,215.87,895910.8,240.95,0.77
202509,S002,BlueRiver Logistics,Components,High,China,No verified target,1786.9,815151.75,2192.11,0.94
202509,S003,Canopy Packaging,Energy,Medium,India,Renewable PPA,1119.63,958729.18,1167.83,0.9
202509,S004,Delta Metals,Travel,Low,Germany,No verified target,35.63,33011.78,1079.31,0.64
202509,S005,EastGrid Energy,Logistics,Medium,Netherlands,No verified target,1149.86,942148.3,1220.47,0.91
202509,S006,Forest Fiber Co,Facilities,Medium,United States,Renewable PPA,1396.64,1009311.96,1383.75,0.76
202509,S007,GreenPulse Freight,Materials,High,Mexico,Supplier target,1492.47,567399.75,2630.37,0.95
202509,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,171.05,129007.18,1325.9,0.81
202509,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,60.62,21706.82,2792.67,0.87
202509,S012,Lumen Utilities,Logistics,Low,China,Renewable PPA,148.04,71872.31,2059.76,0.79
202509,S013,Mekong Transport,Facilities,Medium,India,Supplier target,547.34,297099.13,1842.28,0.76
202509,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,1388.66,983511.24,1411.94,0.82
202509,S017,Quantum Parts,Energy,High,Mexico,No verified target,399.92,183969.75,2173.84,0.71
202509,S018,RiverStone Cement,Travel,Medium,Malaysia,SBTi committed,729.4,577762.09,1262.46,0.96
202509,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,1687.2,1021639.42,1651.46,0.74
202509,S020,Terra Warehousing,Facilities,Low,Vietnam,Supplier target,134.01,38072.0,3519.91,0.8
202509,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,566.45,289495.44,1956.68,0.82
202509,S022,Vector Metals,Packaging,Medium,China,Renewable PPA,29.96,108090.56,277.17,0.7
202510,S001,Astra Materials,Packaging,Medium,Thailand,SBTi committed,344.3,303213.02,1135.51,0.78
202510,S002,BlueRiver Logistics,Components,High,China,No verified target,522.11,331286.85,1576.01,0.94
202510,S005,EastGrid Energy,Logistics,Medium,Netherlands,No verified target,588.99,1609856.98,365.86,0.91
202510,S006,Forest Fiber Co,Facilities,Medium,United States,Renewable PPA,1245.43,488992.92,2546.93,0.76
202510,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,1038.08,557185.23,1863.08,0.81
202510,S009,Indigo Chemicals,Components,Medium,Japan,Supplier target,721.19,268537.05,2685.63,0.91
202510,S010,Jade Electronics,Energy,High,Vietnam,Supplier target,1676.14,840424.26,1994.4,0.81
202510,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,752.9,212908.05,3536.27,0.87
202510,S012,Lumen Utilities,Logistics,Low,China,Renewable PPA,157.1,227724.44,689.87,0.79
202510,S013,Mekong Transport,Facilities,Medium,India,Supplier target,162.14,58057.43,2792.75,0.76
202510,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,1591.95,1120190.33,1421.14,0.82
202510,S017,Quantum Parts,Energy,High,Mexico,No verified target,164.27,493543.29,332.84,0.71
202510,S018,RiverStone Cement,Travel,Medium,Malaysia,SBTi committed,1174.91,721049.91,1629.44,0.96
202510,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,1257.72,906568.16,1387.34,0.74
202510,S020,Terra Warehousing,Facilities,Low,Vietnam,Supplier target,115.02,357473.02,321.76,0.8
202510,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,1943.46,924627.05,2101.89,0.82
202510,S024,Zenith Packaging,Energy,Low,Germany,Renewable PPA,198.85,149916.33,1326.41,0.77
202511,S001,Astra Materials,Packaging,Medium,Thailand,SBTi committed,257.11,60675.25,4237.48,0.78
202511,S002,BlueRiver Logistics,Components,High,China,No verified target,1615.51,1099622.4,1469.15,0.94
202511,S003,Canopy Packaging,Energy,Medium,India,Renewable PPA,913.55,463887.61,1969.33,0.9
202511,S005,EastGrid Energy,Logistics,Medium,Netherlands,No verified target,126.69,118629.61,1067.95,0.91
202511,S006,Forest Fiber Co,Facilities,Medium,United States,Renewable PPA,242.65,599281.98,404.9,0.76
202511,S007,GreenPulse Freight,Materials,High,Mexico,Supplier target,109.03,257243.1,423.84,0.95
202511,S010,Jade Electronics,Energy,High,Vietnam,Supplier target,2471.85,1739967.52,1420.63,0.81
202511,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,647.69,691594.42,936.52,0.87
202511,S012,Lumen Utilities,Logistics,Low,China,Renewable PPA,1313.64,707456.3,1856.85,0.79
202511,S013,Mekong Transport,Facilities,Medium,India,Supplier target,899.35,466016.76,1929.87,0.76
202511,S014,Nova Textiles,Materials,High,Germany,Renewable PPA,320.33,191350.99,1674.04,0.9
202511,S015,Orchid Facilities,Packaging,Medium,Netherlands,Renewable PPA,132.0,68117.25,1937.84,0.91
202511,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,85.46,94668.61,902.73,0.82
202511,S018,RiverStone Cement,Travel,Medium,Malaysia,SBTi committed,2399.47,1425656.34,1683.06,0.96
202511,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,132.23,97709.66,1353.3,0.74
202511,S020,Terra Warehousing,Facilities,Low,Vietnam,Supplier target,825.82,416694.8,1981.83,0.8
202511,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,1846.82,1366521.12,1351.48,0.82
202511,S022,Vector Metals,Packaging,Medium,China,Renewable PPA,610.32,516860.49,1180.82,0.7
202511,S023,Willow Office Supply,Components,High,India,Renewable PPA,196.28,461240.0,425.55,0.73
202511,S024,Zenith Packaging,Energy,Low,Germany,Renewable PPA,643.82,434237.73,1482.64,0.77
202512,S001,Astra Materials,Packaging,Medium,Thailand,SBTi committed,228.63,351301.3,650.81,0.78
202512,S003,Canopy Packaging,Energy,Medium,India,Renewable PPA,378.51,293425.85,1289.97,0.9
202512,S004,Delta Metals,Travel,Low,Germany,No verified target,145.82,249305.3,584.91,0.64
202512,S005,EastGrid Energy,Logistics,Medium,Netherlands,No verified target,140.44,442738.03,317.21,0.91
202512,S006,Forest Fiber Co,Facilities,Medium,United States,Renewable PPA,27.44,15522.1,1767.8,0.76
202512,S007,GreenPulse Freight,Materials,High,Mexico,Supplier target,1219.86,1106292.07,1102.66,0.95
202512,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,263.41,147763.83,1782.64,0.81
202512,S009,Indigo Chemicals,Components,Medium,Japan,Supplier target,684.24,159166.78,4298.89,0.91
202512,S010,Jade Electronics,Energy,High,Vietnam,Supplier target,2024.53,1340622.42,1510.14,0.81
202512,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,3975.75,1646972.88,2413.97,0.87
202512,S013,Mekong Transport,Facilities,Medium,India,Supplier target,1011.82,365288.33,2769.92,0.76
202512,S014,Nova Textiles,Materials,High,Germany,Renewable PPA,1228.26,785950.05,1562.77,0.9
202512,S015,Orchid Facilities,Packaging,Medium,Netherlands,Renewable PPA,167.01,53567.97,3117.72,0.91
202512,S017,Quantum Parts,Energy,High,Mexico,No verified target,333.83,106169.24,3144.32,0.71
202512,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,354.31,598179.14,592.31,0.74
202512,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,26.84,95999.38,279.59,0.82
202512,S022,Vector Metals,Packaging,Medium,China,Renewable PPA,1023.26,703956.29,1453.58,0.7
202512,S023,Willow Office Supply,Components,High,India,Renewable PPA,2110.62,1418518.7,1487.9,0.73
202601,S002,BlueRiver Logistics,Components,High,China,No verified target,849.5,757331.88,1121.7,0.94
202601,S003,Canopy Packaging,Energy,Medium,India,Renewable PPA,2106.4,1174957.99,1792.74,0.9
202601,S004,Delta Metals,Travel,Low,Germany,No verified target,674.97,520820.59,1295.97,0.64
202601,S006,Forest Fiber Co,Facilities,Medium,United States,Renewable PPA,86.24,36014.15,2394.61,0.76
202601,S007,GreenPulse Freight,Materials,High,Mexico,Supplier target,39.57,13365.56,2960.59,0.95
202601,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,57.29,23969.06,2390.16,0.81
202601,S009,Indigo Chemicals,Components,Medium,Japan,Supplier target,1440.85,909167.62,1584.8,0.91
202601,S010,Jade Electronics,Energy,High,Vietnam,Supplier target,938.72,565450.81,1660.13,0.81
202601,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,1524.26,905021.64,1684.22,0.87
202601,S012,Lumen Utilities,Logistics,Low,China,Renewable PPA,536.2,450541.61,1190.12,0.79
202601,S013,Mekong Transport,Facilities,Medium,India,Supplier target,1400.56,401763.14,3486.03,0.76
202601,S014,Nova Textiles,Materials,High,Germany,Renewable PPA,522.96,609716.05,857.71,0.9
202601,S015,Orchid Facilities,Packaging,Medium,Netherlands,Renewable PPA,585.99,197617.41,2965.28,0.91
202601,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,336.05,659032.99,509.91,0.82
202601,S017,Quantum Parts,Energy,High,Mexico,No verified target,773.34,111542.99,6933.11,0.71
202601,S018,RiverStone Cement,Travel,Medium,Malaysia,SBTi committed,1051.3,811188.1,1296.0,0.96
202601,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,106.8,41363.9,2581.96,0.74
202601,S020,Terra Warehousing,Facilities,Low,Vietnam,Supplier target,676.31,241543.47,2799.95,0.8
202601,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,127.4,271943.37,468.48,0.82
202601,S023,Willow Office Supply,Components,High,India,Renewable PPA,1436.34,269325.82,5333.09,0.73
202602,S001,Astra Materials,Packaging,Medium,Thailand,SBTi committed,1097.39,1111660.92,987.16,0.78
202602,S003,Canopy Packaging,Energy,Medium,India,Renewable PPA,241.88,526149.38,459.72,0.9
202602,S004,Delta Metals,Travel,Low,Germany,No verified target,245.69,614616.5,399.75,0.64
202602,S005,EastGrid Energy,Logistics,Medium,Netherlands,No verified target,1291.42,846173.21,1526.19,0.91
202602,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,1483.85,1004347.65,1477.43,0.81
202602,S010,Jade Electronics,Energy,High,Vietnam,Supplier target,806.21,475815.94,1694.37,0.81
202602,S012,Lumen Utilities,Logistics,Low,China,Renewable PPA,921.39,1290013.8,714.25,0.79
202602,S014,Nova Textiles,Materials,High,Germany,Renewable PPA,1467.55,953368.19,1539.33,0.9
202602,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,1757.22,830921.49,2114.78,0.82
202602,S018,RiverStone Cement,Travel,Medium,Malaysia,SBTi committed,462.15,145031.22,3186.56,0.96
202602,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,221.39,89101.08,2484.71,0.74
202602,S020,Terra Warehousing,Facilities,Low,Vietnam,Supplier target,253.17,253000.18,1000.67,0.8
202602,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,1222.12,602600.8,2028.08,0.82
202602,S022,Vector Metals,Packaging,Medium,China,Renewable PPA,90.4,219375.7,412.08,0.7
202602,S024,Zenith Packaging,Energy,Low,Germany,Renewable PPA,351.78,358433.64,981.44,0.77
202603,S001,Astra Materials,Packaging,Medium,Thailand,SBTi committed,573.99,280847.42,2043.78,0.78
202603,S002,BlueRiver Logistics,Components,High,China,No verified target,163.67,96831.91,1690.25,0.94
202603,S003,Canopy Packaging,Energy,Medium,India,Renewable PPA,999.96,1053891.27,948.83,0.9
202603,S004,Delta Metals,Travel,Low,Germany,No verified target,747.99,1454136.29,514.39,0.64
202603,S005,EastGrid Energy,Logistics,Medium,Netherlands,No verified target,381.2,388171.86,982.04,0.91
202603,S006,Forest Fiber Co,Facilities,Medium,United States,Renewable PPA,269.99,299797.61,900.57,0.76
202603,S007,GreenPulse Freight,Materials,High,Mexico,Supplier target,294.37,90547.25,3251.01,0.95
202603,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,1584.48,1585246.51,999.52,0.81
202603,S009,Indigo Chemicals,Components,Medium,Japan,Supplier target,710.1,289354.43,2454.08,0.91
202603,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,1740.34,746279.21,2332.02,0.87
202603,S012,Lumen Utilities,Logistics,Low,China,Renewable PPA,397.14,701192.01,566.38,0.79
202603,S013,Mekong Transport,Facilities,Medium,India,Supplier target,313.06,295133.45,1060.74,0.76
202603,S014,Nova Textiles,Materials,High,Germany,Renewable PPA,611.99,190178.94,3217.97,0.9
202603,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,200.38,360101.51,556.45,0.82
202603,S017,Quantum Parts,Energy,High,Mexico,No verified target,638.92,355108.87,1799.22,0.71
202603,S018,RiverStone Cement,Travel,Medium,Malaysia,SBTi committed,292.47,413162.27,707.88,0.96
202603,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,273.75,223343.04,1225.69,0.74
202603,S020,Terra Warehousing,Facilities,Low,Vietnam,Supplier target,459.91,240101.52,1915.48,0.8
202603,S022,Vector Metals,Packaging,Medium,China,Renewable PPA,364.21,194290.27,1874.57,0.7
202603,S023,Willow Office Supply,Components,High,India,Renewable PPA,2632.43,1510909.51,1742.28,0.73
202603,S024,Zenith Packaging,Energy,Low,Germany,Renewable PPA,250.32,381997.65,655.29,0.77
202604,S001,Astra Materials,Packaging,Medium,Thailand,SBTi committed,609.2,407152.65,1496.24,0.78
202604,S003,Canopy Packaging,Energy,Medium,India,Renewable PPA,598.19,378910.05,1578.71,0.9
202604,S004,Delta Metals,Travel,Low,Germany,No verified target,1458.08,1085088.24,1343.74,0.64
202604,S005,EastGrid Energy,Logistics,Medium,Netherlands,No verified target,565.83,1587712.89,356.38,0.91
202604,S007,GreenPulse Freight,Materials,High,Mexico,Supplier target,2200.04,431430.92,5099.4,0.95
202604,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,1920.39,1692504.73,1134.64,0.81
202604,S010,Jade Electronics,Energy,High,Vietnam,Supplier target,688.04,788787.89,872.28,0.81
202604,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,160.78,420526.2,382.33,0.87
202604,S012,Lumen Utilities,Logistics,Low,China,Renewable PPA,399.06,137907.37,2893.68,0.79
202604,S013,Mekong Transport,Facilities,Medium,India,Supplier target,671.68,866661.56,775.02,0.76
202604,S015,Orchid Facilities,Packaging,Medium,Netherlands,Renewable PPA,1514.32,933849.49,1621.59,0.91
202604,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,469.36,445015.81,1054.7,0.82
202604,S017,Quantum Parts,Energy,High,Mexico,No verified target,655.5,316736.2,2069.55,0.71
202604,S018,RiverStone Cement,Travel,Medium,Malaysia,SBTi committed,459.78,246414.61,1865.88,0.96
202604,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,609.8,328657.63,1855.43,0.82
202604,S022,Vector Metals,Packaging,Medium,China,Renewable PPA,910.91,852264.64,1068.81,0.7
202604,S023,Willow Office Supply,Components,High,India,Renewable PPA,356.0,235453.57,1511.98,0.73
202604,S024,Zenith Packaging,Energy,Low,Germany,Renewable PPA,696.96,511850.38,1361.65,0.77
202605,S001,Astra Materials,Packaging,Medium,Thailand,SBTi committed,747.9,822798.87,908.97,0.78
202605,S002,BlueRiver Logistics,Components,High,China,No verified target,1882.3,1248836.34,1507.24,0.94
202605,S003,Canopy Packaging,Energy,Medium,India,Renewable PPA,360.62,232741.79,1549.44,0.9
202605,S004,Delta Metals,Travel,Low,Germany,No verified target,944.99,1122309.48,842.0,0.64
202605,S005,EastGrid Energy,Logistics,Medium,Netherlands,No verified target,2186.62,1916204.65,1141.12,0.91
202605,S006,Forest Fiber Co,Facilities,Medium,United States,Renewable PPA,699.74,706350.43,990.64,0.76
202605,S008,Harbor Components,Packaging,Low,Malaysia,Renewable PPA,1129.26,1109894.33,1017.45,0.81
202605,S009,Indigo Chemicals,Components,Medium,Japan,Supplier target,105.29,305066.6,345.14,0.91
202605,S011,Keystone Plastics,Travel,Medium,Thailand,Supplier target,130.27,315383.47,413.05,0.87
202605,S012,Lumen Utilities,Logistics,Low,China,Renewable PPA,1206.35,884219.03,1364.31,0.79
202605,S014,Nova Textiles,Materials,High,Germany,Renewable PPA,461.91,112411.56,4109.1,0.9
202605,S015,Orchid Facilities,Packaging,Medium,Netherlands,Renewable PPA,225.07,455058.42,494.6,0.91
202605,S016,Pacific Cold Chain,Components,High,United States,Renewable PPA,263.32,106397.28,2474.88,0.82
202605,S017,Quantum Parts,Energy,High,Mexico,No verified target,55.33,26595.44,2080.43,0.71
202605,S019,Solaris Power,Logistics,Medium,Japan,SBTi committed,731.93,236672.62,3092.58,0.74
202605,S020,Terra Warehousing,Facilities,Low,Vietnam,Supplier target,505.05,502633.66,1004.81,0.8
202605,S021,Urban Mobility,Materials,Medium,Thailand,No verified target,16.2,39460.1,410.54,0.82
202605,S022,Vector Metals,Packaging,Medium,China,Renewable PPA,875.98,731763.88,1197.08,0.7
202605,S023,Willow Office Supply,Components,High,India,Renewable PPA,52.03,167143.58,311.29,0.73
202605,S024,Zenith Packaging,Energy,Low,Germany,Renewable PPA,312.07,166867.43,1870.17,0.77
